userID,rating,food_rating,service_rating
U1080,1,1,1
U1080,1,1,1
U1082,0,0,0
U1082,0,0,0
U1074,2,1,2
U1074,2,2,2
U1074,2,2,2
U1117,1,1,1
U1117,0,0,1
U1117,1,1,2
U1117,2,2,1
U1117,1,2,2
U1117,1,1,1
U1118,0,0,0
U1118,0,0,0
U1118,2,0,0
U1118,0,0,0
U1118,0,0,0
U1118,0,0,0
U1020,1,2,0
U1020,2,2,2
U1020,1,1,1
U1020,2,2,1
U1051,1,1,1
U1051,1,1,1
U1051,1,2,1
U1055,1,2,2
U1055,2,2,2
U1055,2,2,2
U1055,2,2,2
U1055,2,2,2
U1083,2,2,2
U1083,0,0,0
U1055,2,2,2
U1083,1,2,2
U1083,2,2,2
U1083,2,2,2
U1083,1,2,2
U1055,2,2,2
U1055,2,2,2
U1055,2,2,2
U1055,2,2,2
U1053,1,1,1
U1053,2,2,1
U1053,1,2,0
U1053,2,1,2
U1035,1,2,1
U1035,2,1,2
U1053,2,1,2
U1053,2,2,0
U1053,1,2,1
U1035,1,0,2
U1053,2,2,1
U1053,2,1,2
U1053,2,1,2
U1053,2,2,1
U1053,2,1,1
U1053,2,2,2
U1064,1,2,1
U1081,1,0,1
U1064,1,1,2
U1081,1,2,2
U1081,0,0,1
U1064,0,0,1
U1081,0,0,0
U1064,1,0,1
U1064,2,0,2
U1081,1,0,1
U1081,0,1,1
U1081,1,2,2
U1081,1,2,1
U1081,0,1,1
U1081,1,1,1
U1081,0,1,1
U1001,1,1,1
U1001,2,2,1
U1014,1,2,1
U1088,0,2,2
U1088,2,2,2
U1014,1,0,1
U1014,2,2,2
U1088,1,2,2
U1014,2,1,1
U1014,1,0,2
U1014,2,2,2
U1088,2,2,2
U1088,1,2,2
U1088,2,2,2
U1014,1,0,0
U1014,1,1,0
U1088,0,0,0
U1088,2,2,2
U1088,2,2,1
U1014,2,1,2
U1088,2,2,2
U1088,1,2,2
U1088,2,1,2
U1014,2,2,1
U1014,0,0,0
U1056,2,2,2
U1056,0,0,0
U1056,2,2,2
U1056,2,2,2
U1056,2,2,2
U1056,2,2,2
U1056,2,2,2
U1056,2,2,2
U1056,2,2,2
U1056,2,2,2
U1134,1,1,1
U1134,0,0,0
U1134,1,1,1
U1134,1,2,1
U1134,2,1,0
U1134,2,2,2
U1134,2,1,1
U1134,2,1,2
U1134,1,1,2
U1134,2,2,2
U1134,2,1,1
U1134,0,0,0
U1134,2,1,1
U1134,1,1,1
U1134,2,2,2
U1134,2,2,2
U1106,1,1,1
U1126,0,0,0
U1106,0,0,0
U1126,2,2,2
U1126,0,0,0
U1106,2,1,0
U1126,0,0,0
U1126,2,2,2
U1126,2,1,1
U1126,2,1,1
U1126,1,0,1
U1126,1,2,1
U1126,2,2,1
U1044,2,2,2
U1124,1,1,1
U1044,2,2,2
U1124,1,1,1
U1124,1,1,1
U1124,1,0,1
U1124,1,1,1
U1124,1,1,1
U1124,1,1,0
U1124,1,1,1
U1124,1,1,1
U1124,0,1,0
U1018,0,0,0
U1125,1,1,2
U1125,0,0,2
U1125,1,1,1
U1018,2,2,2
U1125,2,1,1
U1125,1,0,1
U1125,1,2,1
U1119,2,2,2
U1119,0,0,0
U1119,2,2,2
U1125,1,1,1
U1119,2,2,2
U1125,1,2,1
U1119,2,2,2
U1125,1,0,2
U1125,2,2,1
U1125,1,2,1
U1018,1,1,1
U1018,1,1,0
U1018,1,1,1
U1018,1,1,1
U1018,0,0,1
U1018,1,1,1
U1018,0,1,1
U1018,1,0,1
U1076,2,2,1
U1076,1,2,2
U1076,0,1,1
U1076,2,2,2
U1022,0,0,0
U1076,2,1,1
U1022,1,1,2
U1022,0,0,0
U1022,1,1,2
U1022,2,2,2
U1022,1,1,2
U1022,2,2,2
U1022,2,1,2
U1022,0,2,1
U1022,2,1,1
U1022,2,1,1
U1022,2,2,2
U1022,1,2,1
U1022,2,1,2
U1094,0,0,0
U1094,0,0,0
U1094,0,1,0
U1094,0,1,0
U1094,0,1,0
U1094,0,1,0
U1094,0,1,1
U1094,0,1,0
U1116,2,2,2
U1116,0,0,0
U1116,2,2,2
U1116,2,2,2
U1116,2,2,2
U1116,2,2,2
U1116,0,2,2
U1116,0,2,2
U1116,2,2,2
U1116,1,2,2
U1116,2,2,2
U1105,0,0,0
U1105,0,0,0
U1105,0,0,0
U1105,0,0,0
U1105,0,0,0
U1105,0,0,0
U1105,0,0,0
U1105,0,0,0
U1075,1,2,1
U1075,2,1,2
U1075,2,2,2
U1007,1,1,1
U1075,2,2,0
U1007,1,1,2
U1075,1,1,1
U1075,1,2,1
U1075,2,1,1
U1075,1,1,1
U1075,1,0,1
U1075,2,2,0
U1075,1,1,1
U1075,1,1,0
U1115,2,2,2
U1115,2,2,2
U1115,0,0,1
U1115,1,2,2
U1115,1,0,1
U1115,2,2,2
U1115,1,1,1
U1115,2,2,2
U1072,0,0,0
U1024,1,1,1
U1024,1,1,1
U1024,1,2,1
U1024,1,1,0
U1024,1,0,2
U1024,2,2,2
U1024,2,2,2
U1024,2,2,0
U1024,1,2,0
U1024,1,2,0
U1024,1,1,0
U1024,1,1,1
U1024,1,1,0
U1024,1,1,1
U1024,1,1,1
U1132,1,1,1
U1132,2,2,2
U1132,2,2,2
U1132,2,1,1
U1132,1,1,2
U1132,2,2,2
U1132,2,2,2
U1132,1,0,1
U1132,1,1,0
U1132,2,1,0
U1005,1,2,1
U1005,2,2,1
U1005,1,1,0
U1005,2,1,1
U1005,1,1,1
U1005,1,2,1
U1005,0,2,0
U1005,2,1,2
U1005,2,1,2
U1120,0,0,0
U1120,1,0,2
U1120,1,1,1
U1120,1,2,2
U1120,0,0,0
U1004,1,1,1
U1004,2,2,2
U1004,2,2,2
U1120,2,2,2
U1004,2,2,1
U1120,1,1,1
U1004,2,2,2
U1120,2,2,1
U1077,0,1,1
U1120,2,2,2
U1037,2,1,1
U1037,0,0,0
U1037,0,0,0
U1037,0,0,0
U1037,2,2,2
U1037,1,1,1
U1037,2,2,2
U1035,2,2,2
U1035,2,1,2
U1035,2,2,2
U1052,1,0,2
U1036,1,2,2
U1036,2,2,1
U1036,2,2,2
U1036,2,2,2
U1036,2,2,2
U1036,2,2,2
U1036,2,2,2
U1036,2,2,2
U1036,2,2,2
U1036,2,2,2
U1036,0,0,0
U1036,2,2,2
U1038,1,2,2
U1038,0,1,1
U1038,0,2,1
U1038,1,1,2
U1038,2,2,2
U1071,2,2,2
U1071,2,1,2
U1071,2,2,2
U1071,1,2,2
U1071,2,2,2
U1071,2,2,2
U1071,2,2,2
U1071,2,2,2
U1071,1,1,1
U1071,2,2,2
U1071,2,2,2
U1071,2,2,2
U1071,2,2,2
U1114,0,0,0
U1084,1,0,2
U1084,2,2,2
U1084,2,2,2
U1084,2,2,2
U1084,2,2,2
U1084,2,2,2
U1084,2,2,2
U1084,2,2,2
U1084,2,2,2
U1084,1,0,1
U1049,0,0,0
U1049,0,0,0
U1019,0,0,0
U1019,0,0,0
U1019,0,0,0
U1019,0,0,0
U1069,0,0,0
U1069,0,0,0
U1069,0,0,0
U1069,0,0,0
U1069,0,0,0
U1069,0,0,0
U1069,0,0,0
U1069,1,0,0
U1069,0,2,0
U1113,1,2,0
U1113,2,2,1
U1113,1,2,1
U1113,0,0,0
U1113,1,2,1
U1113,2,2,1
U1113,0,1,0
U1113,0,0,0
U1104,0,0,1
U1104,1,2,1
U1104,2,2,1
U1104,2,1,1
U1104,1,1,2
U1106,0,0,0
U1106,0,0,0
U1104,1,2,1
U1106,0,0,0
U1106,2,2,1
U1104,1,1,1
U1106,0,1,0
U1104,2,1,1
U1104,2,1,1
U1106,2,1,1
U1104,1,2,1
U1106,2,0,0
U1106,2,1,1
U1052,2,2,1
U1106,2,1,2
U1106,2,2,2
U1104,1,1,2
U1106,2,2,1
U1106,2,2,2
U1106,2,2,1
U1106,2,2,2
U1106,2,2,2
U1052,2,2,1
U1052,1,1,1
U1104,1,2,1
U1079,2,2,2
U1079,1,1,0
U1079,2,2,2
U1079,1,2,1
U1045,2,1,1
U1045,0,0,0
U1045,1,2,2
U1045,2,2,2
U1045,0,0,0
U1045,1,1,1
U1045,1,2,2
U1045,2,2,2
U1045,2,2,2
U1045,1,2,1
U1009,1,2,1
U1009,2,1,2
U1009,1,1,1
U1009,2,1,1
U1009,2,2,1
U1009,1,1,2
U1009,2,2,2
U1009,1,1,0
U1009,2,1,0
U1009,0,0,0
U1009,1,2,2
U1016,2,2,2
U1016,1,2,2
U1016,2,2,2
U1016,2,2,2
U1016,2,2,2
U1016,2,2,2
U1016,2,2,2
U1016,2,2,2
U1016,2,2,0
U1016,2,2,2
U1016,2,2,2
U1016,2,2,0
U1016,2,2,2
U1047,0,0,0
U1047,0,0,0
U1047,0,0,0
U1095,1,2,2
U1095,2,2,2
U1095,1,2,2
U1034,1,1,1
U1095,1,1,1
U1034,0,0,0
U1034,1,0,1
U1095,2,2,2
U1095,1,2,1
U1095,2,2,2
U1007,1,2,1
U1007,1,2,0
U1095,1,1,1
U1095,2,2,2
U1095,2,2,2
U1007,1,1,1
U1007,1,1,0
U1007,0,0,0
U1007,1,1,1
U1007,1,1,0
U1078,1,1,1
U1099,1,1,0
U1099,2,2,2
U1008,1,1,1
U1008,1,2,1
U1099,2,2,2
U1099,0,0,0
U1008,2,2,1
U1099,1,1,2
U1008,1,1,0
U1008,1,1,1
U1099,1,1,0
U1008,1,1,1
U1099,1,1,1
U1008,1,1,1
U1099,0,1,1
U1099,2,2,2
U1099,1,1,1
U1008,1,1,1
U1008,1,1,1
U1099,1,1,1
U1040,1,1,1
U1040,1,1,1
U1040,2,2,2
U1040,1,2,1
U1121,0,0,0
U1110,1,2,1
U1110,2,2,2
U1110,2,2,2
U1110,2,2,2
U1121,2,2,2
U1121,2,2,2
U1121,2,2,2
U1042,2,2,1
U1042,1,2,0
U1042,2,2,2
U1013,1,1,1
U1013,2,1,1
U1013,1,2,0
U1013,1,1,0
U1054,2,2,0
U1054,2,2,2
U1054,2,2,1
U1054,2,2,1
U1054,2,2,2
U1054,2,2,0
U1054,2,2,2
U1054,2,2,2
U1054,2,1,1
U1054,1,1,1
U1054,2,1,2
U1042,2,2,2
U1042,1,2,1
U1111,2,2,1
U1111,2,2,2
U1111,1,1,1
U1111,2,2,2
U1111,1,1,1
U1037,1,0,0
U1111,2,1,0
U1111,2,1,0
U1111,0,0,0
U1037,1,1,2
U1111,0,0,0
U1037,2,2,1
U1111,0,0,0
U1111,1,0,0
U1037,1,2,0
U1015,1,1,1
U1015,0,1,1
U1015,0,0,1
U1015,1,1,1
U1015,2,2,2
U1015,1,1,1
U1015,1,1,2
U1128,0,0,0
U1062,0,0,0
U1101,1,1,1
U1101,2,1,1
U1101,1,1,1
U1101,0,0,0
U1101,1,0,1
U1101,2,2,1
U1101,2,2,1
U1101,2,0,2
U1101,2,1,1
U1101,0,0,0
U1001,0,1,1
U1001,1,1,1
U1001,1,1,1
U1001,1,1,1
U1001,1,1,1
U1001,2,2,2
U1001,1,1,2
U1135,0,0,0
U1135,0,0,0
U1135,0,0,0
U1135,0,0,0
U1032,1,1,1
U1032,2,1,0
U1032,2,2,0
U1032,1,1,1
U1032,0,1,0
U1032,1,1,0
U1135,0,0,0
U1135,0,0,0
U1032,1,1,0
U1032,1,1,0
U1032,1,1,1
U1135,0,0,0
U1032,0,0,0
U1135,0,0,0
U1135,0,0,0
U1135,0,0,0
U1135,0,0,0
U1135,0,0,0
U1135,0,0,0
U1135,0,0,0
U1048,1,0,2
U1048,2,2,2
U1048,2,2,1
U1048,0,1,0
U1048,2,2,0
U1048,2,2,2
U1048,2,2,2
U1062,0,0,0
U1062,0,0,0
U1092,1,0,0
U1062,0,0,0
U1092,0,0,0
U1062,0,0,0
U1092,0,0,0
U1062,0,0,0
U1092,1,0,0
U1062,0,0,0
U1062,0,0,0
U1092,2,1,1
U1062,0,0,0
U1092,1,1,1
U1051,1,1,2
U1013,2,2,1
U1085,2,2,2
U1085,0,0,0
U1085,2,2,2
U1085,2,2,2
U1085,2,2,2
U1109,2,2,2
U1109,1,1,1
U1085,0,0,0
U1085,2,2,1
U1109,2,2,2
U1085,0,2,2
U1085,2,2,2
U1109,2,2,2
U1085,2,2,2
U1109,2,2,2
U1109,2,2,2
U1109,2,2,2
U1109,2,2,2
U1109,2,2,2
U1109,1,1,1
U1078,1,1,1
U1078,2,2,2
U1078,2,2,2
U1078,2,1,2
U1078,0,2,1
U1078,2,2,2
U1019,0,0,0
U1102,2,2,2
U1098,1,1,0
U1098,2,1,2
U1098,1,2,1
U1046,1,0,2
U1122,2,1,1
U1122,2,2,2
U1122,2,2,2
U1122,2,0,2
U1122,2,1,1
U1122,2,1,2
U1122,2,2,2
U1122,2,2,2
U1122,2,2,1
U1122,2,1,1
U1122,1,1,1
U1122,2,2,2
U1138,2,2,1
U1138,2,2,2
U1138,1,2,1
U1013,2,2,1
U1098,1,2,1
U1098,1,1,1
U1098,2,1,1
U1098,2,1,1
U1098,1,1,1
U1098,2,2,1
U1098,1,2,1
U1098,1,2,2
U1098,1,2,1
U1034,0,0,0
U1034,0,0,0
U1034,1,1,1
U1033,1,1,1
U1033,2,1,1
U1033,2,2,2
U1033,2,1,1
U1033,2,1,2
U1033,2,1,0
U1033,1,0,0
U1033,2,1,1
U1033,2,1,0
U1033,1,1,1
U1033,2,1,1
U1089,1,1,1
U1089,1,1,1
U1089,1,1,1
U1089,1,1,1
U1003,0,0,0
U1089,1,1,1
U1003,2,2,1
U1089,1,1,1
U1003,2,2,2
U1089,1,1,1
U1003,1,2,2
U1089,1,1,1
U1089,1,1,1
U1003,0,1,1
U1089,1,1,1
U1089,1,1,1
U1003,2,2,1
U1089,1,1,1
U1089,0,0,0
U1003,2,2,2
U1091,0,1,1
U1091,2,2,2
U1089,0,0,0
U1003,2,2,1
U1091,1,1,1
U1003,2,2,1
U1091,1,2,2
U1003,2,1,2
U1091,1,1,1
U1003,2,2,2
U1027,0,0,0
U1091,0,1,1
U1027,1,1,1
U1091,2,2,2
U1027,1,1,1
U1091,2,2,2
U1091,1,1,1
U1027,1,1,1
U1027,1,1,1
U1027,1,1,1
U1027,1,1,1
U1027,1,1,1
U1027,1,1,1
U1027,1,1,1
U1027,1,1,1
U1029,1,1,1
U1029,2,1,1
U1029,1,1,1
U1029,1,1,1
U1029,0,1,0
U1029,0,0,0
U1029,1,1,0
U1029,1,1,1
U1029,1,1,1
U1029,1,1,1
U1086,1,1,1
U1086,1,1,1
U1086,2,1,1
U1086,2,1,2
U1086,2,0,1
U1086,2,2,2
U1086,2,2,2
U1086,1,1,1
U1086,1,1,1
U1019,0,0,0
U1019,0,0,0
U1137,2,2,2
U1019,0,0,0
U1019,0,0,0
U1137,2,1,2
U1137,2,2,2
U1090,1,1,2
U1137,2,2,2
U1137,0,2,2
U1137,2,0,2
U1137,2,2,2
U1137,2,2,1
U1137,2,2,2
U1137,2,2,2
U1137,2,2,2
U1137,2,2,2
U1137,2,2,2
U1137,2,2,2
U1114,0,0,0
U1114,0,0,0
U1114,0,0,0
U1114,0,0,0
U1114,0,0,0
U1114,1,1,1
U1114,0,0,0
U1114,0,0,0
U1114,0,0,0
U1114,1,2,1
U1061,1,2,1
U1061,2,2,2
U1061,1,2,1
U1061,2,2,2
U1061,2,2,1
U1061,2,2,2
U1061,2,2,2
U1061,2,2,2
U1013,1,1,0
U1013,2,2,1
U1061,1,2,1
U1061,1,2,2
U1061,1,1,1
U1046,1,1,0
U1046,2,2,2
U1046,2,1,2
U1046,1,2,1
U1046,1,2,0
U1046,2,2,1
U1046,1,1,2
U1046,1,2,2
U1041,1,1,1
U1041,2,2,2
U1041,2,2,2
U1041,2,2,2
U1041,2,2,1
U1041,1,2,1
U1004,2,2,2
U1004,2,2,2
U1004,2,2,2
U1003,2,2,2
U1059,1,1,0
U1059,2,2,1
U1059,1,1,1
U1061,1,2,1
U1061,1,1,2
U1061,2,2,2
U1061,2,2,2
U1090,2,2,2
U1090,2,2,2
U1112,0,0,0
U1112,1,1,1
U1112,0,1,1
U1090,2,2,2
U1057,1,1,1
U1112,0,0,1
U1057,1,1,1
U1112,1,0,0
U1112,0,0,1
U1090,1,2,1
U1090,2,2,2
U1112,0,0,0
U1057,1,0,0
U1112,0,0,0
U1061,2,2,2
U1112,1,0,0
U1061,2,2,2
U1112,0,0,0
U1090,2,2,2
U1112,0,0,1
U1090,2,2,2
U1025,2,1,2
U1057,1,1,0
U1112,1,0,0
U1057,1,1,0
U1112,1,1,1
U1061,2,1,2
U1025,1,1,1
U1057,1,1,0
U1057,1,0,0
U1090,2,2,2
U1090,2,2,2
U1057,1,0,0
U1057,0,1,1
U1025,2,1,1
U1057,1,0,1
U1025,2,2,2
U1057,1,0,1
U1025,1,0,0
U1025,0,0,0
U1025,2,1,0
U1025,1,1,1
U1025,2,2,2
U1025,2,2,2
U1025,2,2,2
U1097,2,1,0
U1097,2,1,1
U1097,1,1,0
U1097,2,1,1
U1097,1,0,1
U1059,2,1,2
U1059,2,1,1
U1059,0,0,0
U1059,2,2,2
U1059,2,2,2
U1128,0,0,0
U1059,2,1,1
U1059,2,2,2
U1128,0,0,0
U1128,0,0,0
U1128,0,0,0
U1128,0,0,0
U1128,0,0,0
U1128,0,0,0
U1128,0,0,0
U1128,0,0,0
U1128,0,0,0
U1097,2,2,1
U1097,2,2,1
U1097,1,1,1
U1097,2,1,1
U1097,2,2,1
U1006,1,1,1
U1006,1,1,1
U1006,2,2,2
U1006,2,2,2
U1006,2,1,2
U1006,1,0,1
U1006,1,1,2
U1006,1,1,1
U1006,1,1,2
U1006,1,1,2
U1006,2,2,2
U1131,2,1,2
U1131,1,2,1
U1131,2,2,2
U1131,0,1,0
U1131,2,2,2
U1131,0,2,0
U1073,0,0,0
U1073,0,0,0
U1073,0,0,0
U1073,0,0,0
U1073,0,0,0
U1073,0,0,0
U1073,0,0,0
U1073,0,0,0
U1073,0,0,0
U1073,0,0,0
U1073,0,0,0
U1049,0,0,0
U1049,0,0,0
U1049,0,0,0
U1049,0,0,0
U1049,0,0,0
U1049,0,0,0
U1049,0,0,0
U1058,2,2,2
U1058,1,2,2
U1058,2,2,0
U1058,2,1,1
U1058,1,1,1
U1058,1,0,0
U1058,2,2,1
U1058,1,1,1
U1002,2,1,1
U1002,1,2,1
U1002,1,1,1
U1002,2,2,0
U1002,1,1,1
U1002,2,2,2
U1096,2,2,2
U1002,1,2,1
U1002,2,1,0
U1002,1,1,2
U1002,1,1,1
U1096,2,2,2
U1096,1,2,1
U1096,1,1,0
U1096,1,0,2
U1096,2,2,2
U1136,1,1,2
U1096,2,2,2
U1136,2,2,2
U1096,2,2,2
U1136,2,2,2
U1136,1,1,1
U1096,1,2,1
U1136,2,2,2
U1136,1,1,1
U1096,1,2,2
U1096,1,2,1
U1136,2,2,2
U1136,1,2,2
U1136,2,2,2
U1136,2,2,2
U1097,2,0,1
U1097,2,2,2
U1097,2,2,1
U1058,2,2,2
U1058,2,2,2
U1010,1,1,1
U1010,1,0,0
U1010,0,0,0
U1003,2,2,2
U1010,0,2,0
U1010,1,1,1
U1010,1,1,1
U1102,2,2,2
U1102,2,2,0
U1010,2,2,2
U1102,2,2,0
U1010,1,2,2
U1102,2,2,0
U1013,2,2,2
U1013,1,1,0
U1028,1,1,1
U1028,1,1,1
U1028,0,1,0
U1050,0,1,1
U1050,0,0,0
U1050,0,0,0
U1050,0,2,0
U1050,0,2,0
U1050,0,2,0
U1050,0,0,0
U1028,1,1,1
U1129,0,0,1
U1129,0,0,0
U1028,2,2,2
U1028,0,0,0
U1028,2,2,2
U1087,2,2,1
U1087,1,2,1
U1087,1,1,0
U1087,2,2,1
U1087,1,2,1
U1087,1,2,1
U1087,1,2,1
U1087,1,2,1
U1065,1,0,1
U1065,2,1,2
U1129,1,2,2
U1065,1,1,1
U1129,0,0,0
U1065,1,1,1
U1039,2,2,1
U1039,1,1,2
U1065,1,1,1
U1039,1,1,2
U1130,0,0,0
U1130,0,0,0
U1130,0,0,0
U1130,1,2,1
U1043,1,1,1
U1043,1,2,1
U1011,2,2,1
U1043,1,1,1
U1011,1,1,1
U1043,1,1,1
U1043,1,1,1
U1011,1,1,0
U1068,1,1,0
U1068,1,1,1
U1068,0,0,0
